user_id,movie_id,rating
35,3613,4
35,4608,2
35,4451,4
35,2811,3
35,2786,3
35,2409,2
35,5084,4
35,4151,3
35,4062,4
35,4645,3
35,4215,3
35,4684,3
35,3736,5
35,3011,4
35,4701,4
35,2913,4
35,5103,4
35,3819,2
35,3407,2
35,3167,4
35,3451,2
35,3658,5
36,3237,2
36,2863,3
36,2684,5
36,3521,2
36,3604,3
36,4006,2
36,3790,1
36,2732,3
36,4705,5
36,3432,4
36,3541,2
36,2899,3
36,3985,5
36,3235,3
36,3692,5
36,4040,3
36,4410,1
36,3156,4
36,2823,2
36,3427,5
36,2940,4
36,4207,2
36,2995,3
36,3961,2
36,3025,4
36,4049,2
36,2991,3
36,2885,2
36,3737,4
36,5089,2
36,4991,5
36,4217,1
36,3129,3
36,3316,3
36,4496,4
36,4940,3
36,2510,5
36,3876,5
36,4978,3
36,3685,1
36,3015,5
36,5117,3
36,3296,5
36,2715,1
36,3605,2
36,2798,3
36,2411,3
36,4029,3
37,2643,3
37,3585,5
37,3070,4
37,3940,4
37,4434,3
37,4047,4
37,3960,5
37,5004,2
37,4106,5
37,4685,3
37,4239,3
37,5007,2
37,4827,2
37,4481,4
37,4335,1
37,3271,2
37,4797,4
37,2743,4
37,4498,5
37,3894,2
38,4299,3
38,3709,2
38,4240,5
38,3864,2
38,3221,5
38,4872,4
38,2636,4
38,4500,2
38,3535,5
38,4353,4
39,3046,3
39,2989,2
39,2522,1
39,2509,5
39,4320,3
39,4423,5
39,3799,3
39,2660,2
39,3103,5
39,3879,5
39,4458,5
39,4389,2
39,2820,3
39,3206,4
39,3188,4
39,3158,3
39,3560,5
39,3562,4
39,4266,1
39,4759,3
39,3939,4
39,3489,5
39,5115,1
39,3997,4
39,4653,4
39,3244,1
39,4158,5
39,3529,5
39,3283,3
40,3079,4
40,4728,5
40,3045,3
40,2503,4
40,4549,4
40,4084,4
40,2651,5
40,2690,5
40,4130,1
40,4794,3
40,3763,5
40,2569,2
40,2565,5
40,2893,3
40,4942,3
40,3891,2
40,2669,5
40,3201,2
40,2574,3
40,5000,1
40,3658,5
40,3040,4
40,4201,4
40,3548,5
40,4087,4
40,3246,1
40,3512,4
40,2868,2
40,3116,3
40,3287,3
40,3413,2
40,4596,4
40,3852,3
40,3161,5
40,3427,4
40,3258,4
40,3744,1
40,4339,1
40,4613,4
40,3729,3
40,2760,4
40,2639,4
40,4372,5
41,4513,4
41,3673,4
41,4939,5
41,4234,4
41,4828,4
41,4132,1
41,4764,5
41,5152,3
41,3350,3
41,2415,2
41,3179,1
41,2552,4
41,2923,2
41,2435,1
41,4201,3
41,2883,2
41,4507,3
41,3696,2
41,3722,4
41,4526,2
41,2788,5
41,2769,2
41,4409,5
41,5159,5
41,2437,4
41,3782,2
41,4416,2
42,4542,1
42,4166,4
42,4440,4
42,4247,3
42,4198,5
42,2773,1
42,3012,2
42,2834,4
42,2881,3
42,2774,1
42,4584,5
42,3532,1
42,3470,3
42,4781,5
42,2432,1
42,2538,5
42,5106,1
42,4786,5
42,5140,2
42,4453,5
42,3533,5
42,3528,5
42,4249,5
42,4372,1
42,2597,3
42,4346,5
42,4172,2
42,4424,4
42,4949,3
42,2470,3
42,4271,3
42,3692,5
42,3778,5
42,4320,4
42,5071,3
42,2661,4
42,4603,1
42,2591,5
42,3114,1
42,4693,3
42,3728,2
42,4862,1
42,4533,2
42,5164,5
42,2816,1
42,2827,3
43,4186,4
43,4972,2
43,4524,3
43,3098,5
43,4344,2
43,4698,3
43,2741,5
43,4872,4
43,5129,5
43,3498,1
43,3020,1
43,4736,5
43,3021,1
43,4931,3
43,2894,5
43,3202,1
43,3568,1
43,4163,4
43,3361,3
43,4688,3
43,2963,4
43,3386,2
44,4545,2
44,4749,5
44,4502,4
44,4441,5
44,2688,2
44,3458,1
44,3314,4
44,4370,5
44,3376,3
44,2904,4
44,3933,4
44,4652,1
44,5083,3
44,4333,3
44,3910,2
44,4145,4
44,4977,3
44,2864,3
44,3498,2
45,4220,5
45,3298,5
45,2584,5
45,3278,1
45,3200,3
45,3835,3
45,3087,2
45,3112,1
45,4463,3
45,2907,4
45,4838,2
45,4829,5
45,4231,4
45,4735,5
45,2860,3
45,2990,4
45,4201,3
45,3812,2
45,4502,1
45,3253,2
45,4575,1
46,2820,5
46,4405,4
46,3399,5
46,3229,1
46,4034,4
46,3958,1
46,2694,5
46,3853,4
46,3342,1
46,4429,5
46,3857,4
46,3044,1
46,4700,4
46,4042,1
46,4143,3
46,2543,5
46,3396,5
46,3203,2
46,2731,2
46,3525,4
46,4153,3
46,3500,4
46,3457,2
46,5131,4
46,2469,2
46,3947,4
46,4564,4
46,2896,5
46,3891,4
46,3961,2
46,3577,5
46,3675,2
46,3499,3
46,3977,3
46,4619,1
46,3307,1
46,4064,4
46,4610,3
46,3146,1
46,4380,5
46,4287,5
46,4331,5
46,3402,3
46,4404,4
46,5027,3
46,4238,5
46,2464,2
47,2864,4
47,4883,1
47,2695,5
47,2929,1
47,4690,4
47,5018,4
47,4587,1
47,4699,2
47,4045,2
47,3682,5
47,4642,1
47,2518,5
47,3199,4
47,3082,4
47,3940,2
47,3424,2
47,2474,5
48,2490,3
48,4404,3
48,2640,2
48,2421,5
48,3322,2
48,3177,2
48,2798,5
48,2639,2
48,4553,4
48,5145,4
48,3034,2
48,4935,1
48,4807,3
48,4281,3
48,4190,4
48,3542,2
48,3229,5
48,3669,3
48,4454,2
48,3439,2
48,3217,5
48,2439,1
48,3977,1
48,3081,1
48,2507,1
48,4377,1
48,5107,1
48,3374,5
48,2963,4
48,3631,1
48,4008,2
48,4570,5
48,4853,4
48,3554,3
48,3878,3
48,2509,5
48,3518,3
48,3535,4
48,4474,5
49,2717,5
49,3604,1
49,3778,1
49,3319,4
49,4604,5
49,2621,3
49,5159,3
49,3341,4
49,3362,3
49,4306,4
49,5112,5
49,5092,2
49,5034,4
49,4531,5
50,2656,3
50,3245,3
50,4021,2
50,5106,5
50,4783,3
50,3270,5
50,3415,4
50,2419,4
50,2489,3
50,4781,1
50,4293,4
50,4575,4
51,4498,4
51,3207,5
51,3299,1
51,5060,5
51,3615,5
51,4238,2
51,2590,1
51,4344,4
51,3824,1
51,2965,1
51,3329,2
51,4297,5
51,2898,2
51,2529,5
51,4965,1
51,4457,5
51,3583,3
51,3157,4
51,2709,3
51,2806,3
51,2457,4
51,4335,5
51,3366,1
51,4326,1
51,2832,1
51,4211,4
51,4061,1
51,4436,1
51,5041,3
51,3080,2
51,3188,2
51,2618,1
51,3776,1
51,4317,1
52,4954,2
52,5043,1
52,3301,2
52,3746,4
52,2578,3
52,2431,4
52,3545,5
52,3927,3
52,3461,5
52,3321,4
52,4306,1
52,3760,5
52,5133,1
52,4618,4
52,3469,1
52,4018,2
52,2471,1
52,3420,2
52,3582,5
52,3949,1
52,2626,2
52,3868,3
52,3748,2
52,4377,2
52,3000,4
52,2652,2
52,2414,2
52,2733,1
52,4270,1
52,2491,1
52,3280,3
53,4071,3
53,3759,3
53,4716,4
53,3557,2
53,3651,4
53,4938,5
53,2617,3
53,3343,5
53,3587,3
53,4361,3
53,3864,3
53,3391,5
53,2928,4
53,4974,2
53,3051,3
53,4800,4
53,4269,2
53,3342,3
53,4609,3
53,4761,2
53,4775,5
53,3105,2
53,3536,3
53,4894,5
53,2730,2
53,4248,4
53,2680,5
53,2828,3
53,4953,2
53,4673,2
53,4889,3
53,2847,3
53,5053,3
53,4539,1
53,3379,5
53,2695,1
53,4895,5
53,3836,3
53,3474,4
53,5001,5
53,4915,2
54,4293,3
54,3826,5
54,3589,5
54,4747,3
54,4918,2
54,2530,1
54,3870,4
54,3687,4
54,2780,4
54,2844,1
54,4454,5
54,3042,2
54,4995,1
54,4533,4
54,4448,4
54,5084,3
54,4801,5
54,2568,4
54,3633,2
54,2537,2
54,4938,5
54,2508,3
54,4675,3
54,3999,5
54,3994,1
54,4060,3
54,3063,2
54,4821,3
54,4692,3
54,4501,4
54,3385,1
54,3916,1
54,3609,1
54,3611,5
54,5010,4
54,2789,1
54,3817,4
54,3085,4
54,3767,4
54,2698,4
54,2736,2
54,3446,4
54,4840,4
54,3442,2
54,4477,2
54,2474,2
54,3219,2
54,5106,2
54,2951,3
54,4084,3
55,3390,5
55,4630,5
55,5087,4
55,2457,2
55,5138,1
55,4352,4
55,3611,2
55,2925,2
55,4285,2
55,4816,2
55,4907,5
55,3238,1
55,4957,5
55,4058,3
55,4895,2
55,4918,5
55,4870,5
55,4879,3
55,2508,1
55,3522,4
55,3824,2
55,3880,5
55,4200,2
55,4109,3
55,3619,1
55,3564,2
55,2827,1
55,4043,4
55,4831,2
55,2659,2
55,2445,1
55,3699,2
55,4619,4
55,2820,1
55,4905,4
55,5004,2
55,3487,2
55,4424,3
55,3661,5
55,4902,5
55,4614,4
55,3122,3
55,4361,1
56,4439,1
56,4671,4
56,3317,3
56,2442,4
56,4519,2
56,3974,3
56,3320,1
56,4836,1
56,3113,5
56,3731,4
56,3206,5
56,5044,5
56,3175,4
56,3878,3
56,2781,1
56,5101,4
56,2710,3
56,3212,1
56,2488,5
56,4551,1
56,2465,5
56,4405,2
56,5159,3
56,2596,4
56,3575,1
56,3309,2
56,3682,1
56,2888,4
56,4566,1
56,4143,1
56,2455,1
56,4640,3
56,4268,5
57,4966,4
57,4207,5
57,4856,4
57,5152,3
57,3552,1
57,3764,1
57,3078,5
57,4789,2
57,3189,4
57,4681,2
57,2496,5
57,3920,3
57,4972,4
57,3209,2
57,3785,3
57,4238,3
57,3660,5
57,4116,4
57,3137,2
57,3661,2
57,3798,1
57,3504,3
57,5008,5
57,4794,3
57,3349,4
57,2587,2
57,3051,4
58,2707,1
58,2430,2
58,4098,2
58,3145,5
58,3973,1
58,4006,2
58,4697,3
58,3421,1
58,3336,4
58,4232,2
58,4378,3
58,4710,4
58,3624,2
58,3331,1
58,4340,1
58,5104,4
58,2990,1
58,4827,2
58,2683,4
58,5067,4
58,3922,4
58,3482,5
58,3113,5
58,4794,2
58,4975,5
58,4163,3
58,3027,1
58,3900,4
58,4806,2
58,3485,4
59,4495,2
59,2672,1
59,3463,1
59,4757,3
59,4873,4
59,4862,4
59,4825,5
59,3708,2
59,3416,2
59,4381,4
59,4063,3
59,2458,5
59,5008,2
59,2553,4
59,4420,4
59,3989,2
59,4693,1
59,2961,3
59,4648,1
59,5109,3
59,2847,4
59,2779,3
59,3443,3
59,3482,1
59,3237,5
59,3476,5
59,4768,1
59,4245,2
59,3774,5
59,3730,1
59,4866,2
59,4918,1
59,4961,2
59,3850,3
59,2597,1
59,3194,3
59,2487,4
59,4642,4
60,4038,3
60,4768,1
60,4566,2
60,3846,5
60,4003,2
60,3922,1
60,3731,1
60,4243,5
60,4288,2
60,4779,2
60,3744,1
60,3598,4
60,3535,4
60,2664,3
60,3459,3
60,3224,2
60,4925,5
60,3770,1
60,2657,4
60,4830,1
60,3851,3
60,2676,5
60,4623,3
60,2882,5
60,3617,3
60,4207,3
60,3455,4
60,3205,5
60,4095,5
60,2469,5
60,3344,2
60,4998,3
61,4220,5
61,4469,2
61,3313,4
61,4142,4
61,3654,4
61,3581,5
61,5166,4
61,2706,3
61,4062,2
61,4852,5
61,4912,3
61,3449,1
61,2639,1
61,3800,5
61,2837,1
61,4771,5
61,2615,5
61,2941,3
61,5016,5
61,2786,4
61,3482,4
61,3353,5
61,2801,3
61,4419,5
61,4525,5
61,3305,1
61,4332,4
61,5018,2
61,2584,2
61,2654,2
61,3459,1
61,4902,4
61,3623,3
61,2458,3
61,4671,3
61,4942,3
61,3234,4
61,3177,2
61,2927,3
61,4038,3
61,4558,5
61,2768,1
61,2846,1
61,4660,2
61,4391,4
61,3315,5
61,4002,4
61,3081,5
61,4998,3
62,4690,2
62,3668,4
62,2615,1
62,4074,1
62,3211,3
62,2805,5
62,2459,4
62,3946,3
62,3148,1
62,2830,2
62,4086,4
62,2679,4
62,2847,4
62,2967,3
62,3621,3
62,3279,5
62,4829,1
62,2945,5
63,4528,4
63,3831,3
63,5027,5
63,3499,2
63,4573,4
63,4698,1
63,3804,2
63,4905,1
63,3316,3
63,4073,2
63,4663,1
63,3390,2
63,4192,5
63,4043,2
63,4333,2
63,4304,5
63,5077,5
63,3836,5
63,3803,1
63,3498,1
63,2620,4
63,4720,2
63,3688,4
63,4611,5
63,2952,2
63,4215,4
63,2852,5
63,2983,2
63,3372,4
63,3627,1
63,5060,2
63,2723,3
63,3544,2
63,2888,5
63,3219,4
63,2605,2
63,5021,4
63,3181,2
63,4655,1
63,3830,3
63,3888,5
63,4203,4
63,4421,4
63,2883,3
64,4053,5
64,3536,3
64,4065,3
64,4163,3
64,2926,1
64,3281,4
64,4625,4
64,4679,5
64,3107,5
64,3506,2
64,3799,4
64,4332,5
65,2909,1
65,3026,1
65,3031,1
65,4857,4
65,4434,2
65,3712,2
65,4163,2
65,3939,1
65,2822,2
65,3000,5
65,2775,2
65,4855,5
66,2570,5
66,5093,3
66,4756,2
66,4508,1
66,2497,1
66,5005,5
66,4859,1
66,3311,3
66,4615,4
66,2939,1
67,3675,5
67,3494,2
67,5069,3
67,2507,4
67,5078,1
67,2484,5
67,3874,5
67,4217,4
67,4856,3
67,3272,5
67,3881,1
67,4418,4
67,4942,3
67,3095,1
67,4590,4
67,2988,2
67,5150,5
68,2449,4
68,4761,1
68,3658,4
68,3424,4
68,4704,4
68,3119,2
68,4739,4
68,2720,5
68,4603,4
68,3502,5
68,5055,1
68,4951,2
68,4707,5
68,5133,1
68,4450,4
68,2960,5
68,3686,3
68,4699,1
68,2533,2
68,3838,2
68,4508,2
68,3002,4
68,3329,2
68,2605,3
68,2714,3
68,5020,4
68,5143,3
68,3175,5
68,4301,5
68,2869,4
68,4353,2
68,3481,3
68,3932,2
68,4789,1
68,4824,2
68,3191,5
68,3741,4
68,3356,3
68,3623,1
68,3054,1
68,3045,1
68,3743,4
68,3851,5
68,3562,3
68,4052,3
68,4498,2
68,4569,5
68,5127,3
69,3422,2
69,3709,2
69,4570,1
69,3050,3
69,4056,5
69,3654,4
69,4091,2
69,4291,5
69,4272,3
69,4071,2
69,3716,1
69,4615,2
69,4932,1
69,4523,1
69,3305,2
69,2787,1
69,4893,5
69,5141,4
69,3326,1
69,4933,1
69,3475,2
69,4175,1
69,3333,1
69,4246,1
69,4917,4
69,3987,3
69,4506,2
69,3445,1
69,3805,5
69,3213,4
69,4226,5
69,2768,5
69,4004,4
69,3234,4
69,5152,3
69,5086,2
69,2509,4
69,4243,4
69,4083,1
69,3214,2
69,4356,2
69,4130,3
69,3200,3
69,4148,2
70,2732,2
70,5039,1
70,4093,2
70,3771,3
70,2771,5
70,2705,5
70,3455,5
70,3653,4
70,5130,4
70,4896,2
71,3449,2
71,3797,4
71,3553,4
71,4349,3
71,3016,4
71,3481,4
71,4332,5
71,3880,5
71,2738,4
71,2464,2
71,4098,3
71,5018,4
71,3469,5
71,4873,5
71,3680,1
71,4094,3
71,3782,3
71,4174,2
71,3629,1
71,4027,3
71,2521,1
71,4836,2
72,2700,3
72,3500,1
72,3019,2
72,2802,4
